ID 1	ID 2	Label 1	Label 2	AAI	CDS count 1	CDS count 2	Matched count	Proteome cov.	ID param.	Cov. param.
677740514	677740514	GCF_000422965.1	GCF_000422965.1	100.000000	4859	4859	4855	0.999177	0.400000	0.500000
677740514	812755741	GCF_000422965.1	GCF_001720135.1	64.647261	4859	4737	1789	0.372864	0.400000	0.500000
677740514	204885648	GCF_000422965.1	GCF_001927285.1	66.270144	4859	4562	2080	0.441567	0.400000	0.500000
677740514	621929547	GCF_000422965.1	GCF_004362745.1	67.035336	4859	4551	2189	0.465250	0.400000	0.500000
677740514	107889961	GCF_000422965.1	GCF_013839445.1	66.501475	4859	4266	2101	0.460493	0.400000	0.500000
677740514	124654983	GCF_000422965.1	GCF_900231165.1	63.340426	4859	5002	2115	0.428963	0.400000	0.500000
812755741	677740514	GCF_001720135.1	GCF_000422965.1	64.647261	4737	4859	1789	0.372864	0.400000	0.500000
812755741	812755741	GCF_001720135.1	GCF_001720135.1	100.000000	4737	4737	4736	0.999789	0.400000	0.500000
812755741	204885648	GCF_001720135.1	GCF_001927285.1	67.160271	4737	4562	2210	0.475320	0.400000	0.500000
812755741	621929547	GCF_001720135.1	GCF_004362745.1	66.926365	4737	4551	2234	0.481051	0.400000	0.500000
812755741	107889961	GCF_001720135.1	GCF_013839445.1	67.446971	4737	4266	2113	0.469399	0.400000	0.500000
812755741	124654983	GCF_001720135.1	GCF_900231165.1	74.093536	4737	5002	2506	0.514632	0.400000	0.500000
204885648	677740514	GCF_001927285.1	GCF_000422965.1	66.270144	4562	4859	2080	0.441567	0.400000	0.500000
204885648	812755741	GCF_001927285.1	GCF_001720135.1	67.160271	4562	4737	2210	0.475320	0.400000	0.500000
204885648	204885648	GCF_001927285.1	GCF_001927285.1	100.000000	4562	4562	4562	1.000000	0.400000	0.500000
204885648	621929547	GCF_001927285.1	GCF_004362745.1	71.086717	4562	4551	2763	0.606386	0.400000	0.500000
204885648	107889961	GCF_001927285.1	GCF_013839445.1	73.620716	4562	4266	2935	0.664930	0.400000	0.500000
204885648	124654983	GCF_001927285.1	GCF_900231165.1	65.672749	4562	5002	2477	0.517984	0.400000	0.500000
621929547	677740514	GCF_004362745.1	GCF_000422965.1	67.035336	4551	4859	2189	0.465250	0.400000	0.500000
621929547	812755741	GCF_004362745.1	GCF_001720135.1	66.926365	4551	4737	2234	0.481051	0.400000	0.500000
621929547	204885648	GCF_004362745.1	GCF_001927285.1	71.086717	4551	4562	2763	0.606386	0.400000	0.500000
621929547	621929547	GCF_004362745.1	GCF_004362745.1	100.000000	4551	4551	4546	0.998901	0.400000	0.500000
621929547	107889961	GCF_004362745.1	GCF_013839445.1	71.859295	4551	4266	2781	0.630827	0.400000	0.500000
621929547	124654983	GCF_004362745.1	GCF_900231165.1	65.624931	4551	5002	2547	0.533236	0.400000	0.500000
107889961	677740514	GCF_013839445.1	GCF_000422965.1	66.501475	4266	4859	2101	0.460493	0.400000	0.500000
107889961	812755741	GCF_013839445.1	GCF_001720135.1	67.446971	4266	4737	2113	0.469399	0.400000	0.500000
107889961	204885648	GCF_013839445.1	GCF_001927285.1	73.620716	4266	4562	2935	0.664930	0.400000	0.500000
107889961	621929547	GCF_013839445.1	GCF_004362745.1	71.859295	4266	4551	2781	0.630827	0.400000	0.500000
107889961	107889961	GCF_013839445.1	GCF_013839445.1	100.000000	4266	4266	4262	0.999062	0.400000	0.500000
107889961	124654983	GCF_013839445.1	GCF_900231165.1	65.891901	4266	5002	2420	0.522227	0.400000	0.500000
124654983	677740514	GCF_900231165.1	GCF_000422965.1	63.340426	5002	4859	2115	0.428963	0.400000	0.500000
124654983	812755741	GCF_900231165.1	GCF_001720135.1	74.093536	5002	4737	2506	0.514632	0.400000	0.500000
124654983	204885648	GCF_900231165.1	GCF_001927285.1	65.672749	5002	4562	2477	0.517984	0.400000	0.500000
124654983	621929547	GCF_900231165.1	GCF_004362745.1	65.624931	5002	4551	2547	0.533236	0.400000	0.500000
124654983	107889961	GCF_900231165.1	GCF_013839445.1	65.891901	5002	4266	2420	0.522227	0.400000	0.500000
124654983	124654983	GCF_900231165.1	GCF_900231165.1	100.000000	5002	5002	4988	0.997201	0.400000	0.500000
