ID 1	ID 2	Label 1	Label 2	AAI	CDS count 1	CDS count 2	Matched count	Proteome cov.	ID param.	Cov. param.
751426633	751426633	GCA_000767215.1	GCA_000767215.1	100.000000	3995	3995	3992	0.999249	0.400000	0.500000
751426633	991843244	GCA_000767215.1	GCF_000092865.1	66.870136	3995	3724	1768	0.458090	0.400000	0.500000
751426633	876691929	GCA_000767215.1	GCF_000701465.1	64.828884	3995	2660	1416	0.425545	0.400000	0.500000
751426633	889815158	GCA_000767215.1	GCF_000718325.1	65.399084	3995	3599	1638	0.431393	0.400000	0.500000
751426633	53394812	GCA_000767215.1	GCF_002797595.1	65.405077	3995	3025	1487	0.423647	0.400000	0.500000
991843244	751426633	GCF_000092865.1	GCA_000767215.1	66.870136	3724	3995	1768	0.458090	0.400000	0.500000
991843244	991843244	GCF_000092865.1	GCF_000092865.1	100.000000	3724	3724	3719	0.998657	0.400000	0.500000
991843244	876691929	GCF_000092865.1	GCF_000701465.1	64.927863	3724	2660	1624	0.508772	0.400000	0.500000
991843244	889815158	GCF_000092865.1	GCF_000718325.1	65.763524	3724	3599	1867	0.509900	0.400000	0.500000
991843244	53394812	GCF_000092865.1	GCF_002797595.1	65.419462	3724	3025	1765	0.523040	0.400000	0.500000
876691929	751426633	GCF_000701465.1	GCA_000767215.1	64.828884	2660	3995	1416	0.425545	0.400000	0.500000
876691929	991843244	GCF_000701465.1	GCF_000092865.1	64.927863	2660	3724	1624	0.508772	0.400000	0.500000
876691929	876691929	GCF_000701465.1	GCF_000701465.1	100.000000	2660	2660	2654	0.997744	0.400000	0.500000
876691929	889815158	GCF_000701465.1	GCF_000718325.1	69.040703	2660	3599	1877	0.599776	0.400000	0.500000
876691929	53394812	GCF_000701465.1	GCF_002797595.1	72.305347	2660	3025	2048	0.720493	0.400000	0.500000
889815158	751426633	GCF_000718325.1	GCA_000767215.1	65.399084	3599	3995	1638	0.431393	0.400000	0.500000
889815158	991843244	GCF_000718325.1	GCF_000092865.1	65.763524	3599	3724	1867	0.509900	0.400000	0.500000
889815158	876691929	GCF_000718325.1	GCF_000701465.1	69.040703	3599	2660	1877	0.599776	0.400000	0.500000
889815158	889815158	GCF_000718325.1	GCF_000718325.1	100.000000	3599	3599	3587	0.996666	0.400000	0.500000
889815158	53394812	GCF_000718325.1	GCF_002797595.1	70.723868	3599	3025	2053	0.619867	0.400000	0.500000
53394812	751426633	GCF_002797595.1	GCA_000767215.1	65.405077	3025	3995	1487	0.423647	0.400000	0.500000
53394812	991843244	GCF_002797595.1	GCF_000092865.1	65.419462	3025	3724	1765	0.523040	0.400000	0.500000
53394812	876691929	GCF_002797595.1	GCF_000701465.1	72.305347	3025	2660	2048	0.720493	0.400000	0.500000
53394812	889815158	GCF_002797595.1	GCF_000718325.1	70.723868	3025	3599	2053	0.619867	0.400000	0.500000
53394812	53394812	GCF_002797595.1	GCF_002797595.1	100.000000	3025	3025	3024	0.999669	0.400000	0.500000
