ID 1	ID 2	Label 1	Label 2	AAI	CDS count 1	CDS count 2	Matched count	Proteome cov.	ID param.	Cov. param.
365234570	365234570	GCF_007741515.1	GCF_007741515.1	100.000000	4881	4881	4854	0.994468	0.400000	0.500000
365234570	561080604	GCF_007741515.1	GCF_007748035.1	60.418088	4881	5249	1888	0.372754	0.400000	0.500000
365234570	153257003	GCF_007741515.1	GCF_007750855.1	60.058739	4881	5088	2094	0.420102	0.400000	0.500000
365234570	233633121	GCF_007741515.1	GCF_007753265.1	59.239867	4881	4514	1885	0.401277	0.400000	0.500000
365234570	1068389505	GCF_007741515.1	GCF_007859765.1	60.360701	4881	5197	2084	0.413574	0.400000	0.500000
365234570	1066602045	GCF_007741515.1	GCF_007859945.1	60.329890	4881	3856	1825	0.417764	0.400000	0.500000
365234570	55097708	GCF_007741515.1	GCF_008065115.1	63.066919	4881	5315	2379	0.466654	0.400000	0.500000
365234570	934530370	GCF_007741515.1	GCF_009177095.1	62.699170	4881	5378	2168	0.422653	0.400000	0.500000
561080604	365234570	GCF_007748035.1	GCF_007741515.1	60.418088	5249	4881	1888	0.372754	0.400000	0.500000
561080604	561080604	GCF_007748035.1	GCF_007748035.1	100.000000	5249	5249	5035	0.959230	0.400000	0.500000
561080604	153257003	GCF_007748035.1	GCF_007750855.1	60.552921	5249	5088	2242	0.433782	0.400000	0.500000
561080604	233633121	GCF_007748035.1	GCF_007753265.1	59.989637	5249	4514	2094	0.428967	0.400000	0.500000
561080604	1068389505	GCF_007748035.1	GCF_007859765.1	61.096445	5249	5197	2377	0.455102	0.400000	0.500000
561080604	1066602045	GCF_007748035.1	GCF_007859945.1	60.861878	5249	3856	1970	0.432729	0.400000	0.500000
561080604	55097708	GCF_007748035.1	GCF_008065115.1	60.613662	5249	5315	1936	0.366528	0.400000	0.500000
561080604	934530370	GCF_007748035.1	GCF_009177095.1	60.051969	5249	5378	1905	0.358521	0.400000	0.500000
153257003	365234570	GCF_007750855.1	GCF_007741515.1	60.058739	5088	4881	2094	0.420102	0.400000	0.500000
153257003	561080604	GCF_007750855.1	GCF_007748035.1	60.552921	5088	5249	2242	0.433782	0.400000	0.500000
153257003	153257003	GCF_007750855.1	GCF_007750855.1	100.000000	5088	5088	5050	0.992531	0.400000	0.500000
153257003	233633121	GCF_007750855.1	GCF_007753265.1	61.778349	5088	4514	2307	0.480525	0.400000	0.500000
153257003	1068389505	GCF_007750855.1	GCF_007859765.1	62.149672	5088	5197	2591	0.503841	0.400000	0.500000
153257003	1066602045	GCF_007750855.1	GCF_007859945.1	62.101015	5088	3856	2167	0.484571	0.400000	0.500000
153257003	55097708	GCF_007750855.1	GCF_008065115.1	60.589916	5088	5315	2142	0.411804	0.400000	0.500000
153257003	934530370	GCF_007750855.1	GCF_009177095.1	59.920198	5088	5378	2020	0.386012	0.400000	0.500000
233633121	365234570	GCF_007753265.1	GCF_007741515.1	59.239867	4514	4881	1885	0.401277	0.400000	0.500000
233633121	561080604	GCF_007753265.1	GCF_007748035.1	59.989637	4514	5249	2094	0.428967	0.400000	0.500000
233633121	153257003	GCF_007753265.1	GCF_007750855.1	61.778349	4514	5088	2307	0.480525	0.400000	0.500000
233633121	233633121	GCF_007753265.1	GCF_007753265.1	100.000000	4514	4514	4508	0.998671	0.400000	0.500000
233633121	1068389505	GCF_007753265.1	GCF_007859765.1	61.479055	4514	5197	2509	0.516734	0.400000	0.500000
233633121	1066602045	GCF_007753265.1	GCF_007859945.1	63.457277	4514	3856	2391	0.571326	0.400000	0.500000
